index,study,version,doi,field_start,field_end,sample,n_participation,p_participation,access_panel,ostwest,wei4_mz,wei4_on,wei5_mz,wei5_on,lfdn,lfdn09,lfdn13,kpx_2280,kpx_2280flag,kpx_2291flag,kpx_2290s,kpx_2290flag,kp12_2601,kp12_010,kp12_011a,kp12_011b,kp12_011c,kp12_170,kp12_190aa,kp12_190ab,kp12_190ba,kp12_190bb,kp12_911,kp12_780,kp12_770,kp12_820,kp12_810,kp12_430a,kp12_430b,kp12_430c,kp12_430d,kp12_430e,kp12_430f,kp12_430i,kp12_730,kp12_731a,kp12_731b,kp12_731c,kp12_850a,kp12_850b,kp12_870a,kp12_870b,kp12_1285,kp12_2880bf,kp12_2880ar,kp12_2880u,kp12_2880ak,kp12_2880bt,kp12_1287,kp12_050a,kp12_050e,kp12_050h,kp12_050k,kp12_050l,kp12_050q,kp12_4380,kp12_4390aa,kp12_4390ab,kp12_4390ba,kp12_4390bb,kp12_4480,kp12_4490aa,kp12_4490ab,kp12_4490ba,kp12_4490bb,kp12_4580,kp12_4590aa,kp12_4590ab,kp12_4590ba,kp12_4590bb,kp12_4541,kp12_4542a,kp12_4542b,kp12_4542c,kp12_650y2,kp12_650z2,kp12_650a2,kp12_650b2,kp12_650c2,kp12_650a,kp12_650s,kp12_650v,kp12_650j1,kp12_650y,kp12_650c,kp12_650k1,kp12_650l1,kp12_650x1,kp12_650n1,kp12_650o1,kp12_650b1,kp12_650w,kp12_2880as,kp12_2880w,kp12_2880j,kp12_2880at,kp12_1290,kp12_1090,kp12_1130,kp12_1490a,kp12_1490b,kp12_1490c,kp12_1490d,kp12_1490e,kp12_1490f,kp12_1490i,kp12_1500,kp12_020,kp12_160a,kp12_160b,kp12_160j,kp12_160k,kp12_160o,kp12_160p,kp12_160q,kp12_050c,kp12_050g,kp12_050j,kp12_060e,kp12_060f,kp12_060g,kp12_060i,kp12_060j,kp12_060k,kp12_5021,kp12_5020,kp12_060b,kp12_060d,kp12_060h,kp12_2250,kp12_2270,kp12_1570g,kp12_1570h,kp12_1570i,kp12_2090a,kp12_2090b,kp12_2100,kp12_2095a,kp12_2095b,kp12_2101,kp12_1631,kp12_4240,kp12_participation,kp12_interrupt,kp12_dispcode,kp12_intstatus,kp12_group,kp12_modus,kp12_speederindex,kp12_lastpage,kp12_duration,kp12_device,kp12_smartphone,kp12_tablet,kp12_datetime,kp12_date_of_last_access,p_numinv2,p_numcpl2,p_numstr2,p_numinv3,p_numcpl3,p_numstr3,p_numinv2_2,p_numcpl2_2,p_numstr2_2,p_numinv3_2,p_numcpl3_2,p_numstr3_2,filename,wave_number,education_level,leaning_party,education_clause,gender,age,age_group,first_most_imp,kp12_840_c1,kp12_840_c1_str
1923,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-0-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,,,0.92239845,0.5176974,4181,-97,-97,2,1,1,1956,1,5,2,2,2,2,1,6,6,6,6,1,2,5,2,3,4,1,6,2,9,6,1,4,3,1,6,6,6,808,808,1,5,2,1,4,5,1,2,2,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,2,3,1,2,1,1,9,5,2,3,4,6,2,4,4,2,2,4,5,8,9,5,6,4,1,11,5,2,4,4,2,2,2,3,4,4,3,5,1,1,2,5,4,4,3,3,1,3,3,3,3,4,3,3,6,6,2,4,4,4,8,2,1,0,31,1,1,0,1.1691594,136629,891,3,1,0,2019-11-06 17:46:53,2019-11-06 18:01:44,117,28,87,46,12,33,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,weiblich,63.0,55+,Klimapolitik,46.0,Klimapolitik
5298,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.6040203,0.67961156,0.6304535,0.7067494,9202,-97,2797,2,2,2,1962,2,5,3,3,3,3,1,801,237,6,6,1,2,2,3,2,7,7,8,8,11,6,1,7,7,-99,8,6,6,6,6,1,5,1,1,5,5,2,1,1,3,3,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,8,6,5,10,7,6,6,7,7,7,7,7,5,3,5,5,3,5,7,-98,-98,-98,-98,6,-98,10,6,2,3,5,5,3,4,4,5,3,3,3,1,4,5,5,5,4,3,5,-99,4,3,3,3,3,5,4,6,6,1,801,237,1,5,1,1,1,32,1,1,0,1.3447087,136629,-99,11,0,0,2019-11-05 15:50:34,2019-11-05 16:49:22,204,65,189,62,17,56,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,weiblich,57.0,55+,altersarmut,31.0,Armut
8042,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.68762,0.85402024,0.6645774,0.82506454,3364,-97,-97,1,1,1,1984,1,2,2,2,2,2,1,6,6,6,6,1,2,3,2,2,7,5,7,6,8,5,1,7,7,5,7,6,6,4,4,1,4,2,1,4,4,1,1,1,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,6,6,1,6,5,5,7,6,5,5,5,6,4,5,4,5,3,3,4,6,7,5,4,4,2,11,6,2,3,4,2,2,1,3,3,5,5,4,1,2,2,5,2,3,2,2,1,2,4,2,3,4,4,4,6,6,3,4,4,4,8,1,1,0,31,1,1,0,0.6788269,136629,510,11,0,0,2019-11-05 17:34:28,2019-11-05 17:42:58,203,126,333,52,32,89,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,männlich,35.0,35-44,Infrastruktur,50.0,Infrastruktur
1323,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.5178848,0.66235065,0.5530042,0.7109033,6895,-97,706,1,2,2,1966,2,5,3,3,2,4,1,5,5,1,1,1,3,3,2,3,6,7,6,6,3,2,1,7,6,8,7,1,2,1,1,2,-97,2,2,4,4,2,3,2,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,6,6,6,2,5,7,7,9,8,6,7,7,7,2,2,3,4,4,2,5,5,6,4,6,3,1,11,6,2,3,3,3,3,4,3,4,4,5,5,1,3,2,4,5,4,4,4,3,4,3,3,3,4,4,4,1,1,3,4,4,3,8,1,1,0,31,1,1,0,0.93458784,136629,701,11,0,0,2019-11-05 15:37:24,2019-11-05 15:49:05,253,33,105,58,7,22,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,männlich,53.0,45-54,Umweltschutz,45.0,Umweltpolitik
9015,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,11,1-1-1-1-1-1-1-1-1-1-0-1,0,Westdeutschland,,,,,3556,-97,4769,1,2,2,1959,2,5,3,3,3,3,1,-99,-99,-98,-98,2,4,2,4,2,1,1,1,1,1,8,6,1,1,1,1,7,7,7,7,1,2,4,2,1,3,4,1,2,4,4,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,6,3,8,3,2,1,1,1,1,1,1,2,1,4,4,6,4,6,6,7,5,5,4,3,9,6,3,1,1,2,2,2,2,3,4,4,4,1,1,2,4,3,3,2,2,1,3,3,4,4,4,4,4,808,808,-97,-97,-97,-97,8,2,1,0,31,1,1,0,0.5795449,136629,401,11,0,0,2019-11-05 18:53:36,2019-11-05 19:00:17,201,98,222,50,30,59,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,männlich,60.0,55+,Altersarmut,31.0,Armut
7138,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.74241126,0.3797126,0.76471525,0.38650697,6507,-97,-97,2,1,1,1956,1,6,3,2,4,3,1,6,6,6,6,1,1,3,2,3,4,3,8,4,9,6,1,5,6,3,7,6,6,808,808,1,4,2,3,4,5,1,2,2,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,3,2,4,1,2,2,2,8,2,1,7,5,8,4,4,4,5,2,4,3,8,9,5,-98,4,3,11,3,2,4,5,3,3,3,3,4,5,5,5,1,1,2,3,2,4,4,3,2,2,2,3,3,2,3,2,6,6,3,4,4,3,8,2,1,0,31,1,1,0,0.9366355,136629,684,10,0,0,2019-11-05 15:29:25,2019-11-05 15:40:49,190,4,15,31,1,1,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,weiblich,63.0,55+,Klimapolitik,46.0,Klimapolitik
8210,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,10,1-1-1-1-1-1-1-1-0-1-0-1,0,Ostdeutschland,,,,,2894,-97,-97,2,1,1,1956,1,11,1,2,1,3,1,7,7,7,7,6,5,1,4,1,1,1,6,1,6,11,6,1,1,1,6,7,7,7,7,1,3,2,4,5,3,1,1,1,5,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,6,11,1,11,1,1,1,6,6,1,6,6,3,3,5,5,1,7,7,8,9,3,8,3,1,11,1,4,2,5,3,5,1,2,3,5,5,5,1,3,3,4,3,3,3,1,2,3,3,5,5,5,5,5,7,7,1,4,4,3,8,1,1,0,31,1,1,0,0.9916115,136629,745,2,1,0,2019-11-07 13:00:44,2019-11-07 13:13:09,200,50,189,52,11,37,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,Die Linke,mit Abitur,weiblich,63.0,55+,Altersarmut,31.0,Armut
986,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,7,1-1-1-1-1-1-0-0-0-0-0-1,0,Westdeutschland,,,,,16931,-97,-97,2,1,1,1955 und frueher,1,5,3,3,3,4,1,322,322,322,322,10,3,2,4,2,1,1,1,1,1,1,10,1,1,1,1,808,808,808,808,1,3,3,3,2,5,3,1,1,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,6,1,1,9,1,1,1,1,6,6,6,6,3,1,4,4,4,4,7,-98,-98,-98,-98,-98,-98,-98,6,4,1,2,3,3,3,1,5,4,4,3,1,3,4,5,5,5,3,4,2,4,3,4,4,3,4,4,808,808,-97,-97,-97,-97,8,1,1,0,31,1,1,0,1.0398254,136629,727,11,0,0,2019-11-05 17:37:45,2019-11-05 17:49:52,31,13,36,31,13,36,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,64.0,55+,Altersarmut,31.0,Armut
8079,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,1.4760001,1.7004384,1.4448472,1.6622428,12166,-97,-97,2,1,1,1969,1,6,3,3,3,3,1,801,237,801,237,6,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,808,808,808,808,1,3,3,3,1,3,3,1,1,2,2,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,1,1,8,1,1,1,1,1,1,1,1,4,1,4,4,4,3,7,6,6,5,4,6,1,11,6,5,1,1,1,1,1,1,1,4,4,2,2,2,2,4,4,4,3,3,2,4,3,4,4,5,4,5,808,808,-97,-97,-97,-97,8,2,1,0,31,1,1,0,1.320907,136629,1772,11,0,0,2019-11-06 05:28:42,2019-11-06 05:58:14,168,44,193,49,16,57,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,keine Partei,mit einem Hauptschulabschluss,weiblich,50.0,45-54,flüchtlinge,36.0,Migration und Integration
4027,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,2,0-0-0-0-a1-0-0-0-0-0-0-0-1,0,Westdeutschland,,,,,20334,-97,-97,2,3,3,1955 und frueher,3,8,2,2,2,-99,1,1,1,1,1,1,1,2,2,2,9,9,6,6,4,1,1,6,6,6,3,1,2,1,2,-98,3,2,3,2,5,2,2,2,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,9,4,2,1,1,8,9,6,11,7,5,7,6,3,2,3,4,7,3,5,6,6,3,6,4,1,-98,6,1,3,5,4,3,2,3,4,4,5,5,1,1,1,5,3,3,2,5,1,3,3,3,2,4,4,4,1,1,2,5,5,5,8,3,1,1,32,1,1,0,1.3835113,136629,-99,3,1,0,2019-11-07 08:32:52,2019-11-07 15:29:17,-99,-99,-99,-99,-99,-99,62,12,57,32,7,29,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,weiblich,64.0,55+,Bürokratie,7.0,Bürokratie
8601,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-0-1-1-1-1-1-1,0,Westdeutschland,,,,,11303,-97,-97,1,1,1,1974,1,8,3,3,3,4,1,-98,-98,-98,-98,7,2,3,2,3,5,7,1,8,1,1,7,3,5,7,1,322,322,322,322,1,3,5,5,1,5,4,1,1,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,4,8,1,1,1,6,7,1,11,1,1,6,1,1,1,3,4,6,1,7,6,7,3,-99,2,1,11,9,3,2,3,3,3,2,2,3,4,5,4,2,1,1,5,5,5,5,5,1,3,4,4,3,5,5,5,1,1,3,5,5,3,8,2,1,0,31,1,1,0,0.8986673,136629,681,11,0,0,2019-11-06 16:25:53,2019-11-06 16:37:14,94,44,127,57,33,75,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,männlich,45.0,45-54,Klimaterror,46.0,Klimapolitik
5426,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,2.3737986,3.4598253,1.9460003,2.8715343,15662,-97,-97,1,1,1,1991,1,5,3,4,4,3,2,-98,-98,-98,-98,2,2,3,2,3,4,4,4,4,6,5,2,2,3,3,3,808,808,808,808,1,5,1,2,3,5,1,1,1,4,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,5,4,5,2,6,4,4,5,4,3,4,4,5,2,4,3,4,2,2,6,7,7,5,6,6,4,2,4,3,2,3,3,3,3,2,4,4,5,4,3,3,3,5,4,4,1,1,3,2,1,3,2,2,2,2,6,6,3,7,7,3,8,2,1,0,31,1,1,0,0.6083851,136629,441,11,0,0,2019-11-05 16:23:55,2019-11-05 16:31:16,225,46,161,63,15,52,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,männlich,28.0,25-34,Umwelt,45.0,Umweltpolitik
9402,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,10,1-0-1-1-1-1-0-1-1-1-1-1,0,Westdeutschland,,,,,3143,-97,-97,1,1,1,1985,1,7,2,2,2,3,1,1,1,1,1,1,1,3,2,2,10,9,3,8,1,1,1,4,6,4,1,1,2,1,2,1,4,4,2,1,5,5,4,4,5,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,9,3,1,4,8,8,1,11,10,5,3,3,2,1,1,3,7,1,4,7,8,4,7,2,1,11,8,1,4,5,4,3,2,3,4,5,5,5,1,1,1,4,3,5,4,5,1,5,4,2,1,3,3,3,1,2,1,5,5,3,8,2,1,0,31,1,1,0,0.92476344,136629,840,11,0,0,2019-11-06 09:37:24,2019-11-06 09:51:24,280,63,245,78,11,60,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die CDU/CSU,mit Abitur,männlich,34.0,25-34,Abschwung,1.0,Sonstiges
9688,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.74241126,0.3797126,0.76471525,0.38650697,11296,-97,-97,2,1,1,1955 und frueher,1,6,2,2,2,3,1,4,4,6,6,-99,3,3,-99,-97,7,6,8,7,9,7,1,-99,7,4,7,-97,-97,-97,-97,1,3,3,2,3,4,2,3,2,3,4,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,9,6,7,2,7,4,4,8,5,6,7,7,8,4,3,3,3,4,4,3,8,9,5,7,3,2,10,4,2,4,4,3,4,3,4,4,4,5,4,1,2,3,3,3,2,4,5,1,5,3,3,4,-99,2,2,6,6,2,4,4,2,8,2,1,0,31,1,1,0,1.2146536,136629,935,11,0,0,2019-11-06 08:43:04,2019-11-06 08:58:39,137,59,132,33,18,37,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,weiblich,64.0,55+,-99 keine Angabe,-99.0,keine Angabe
2819,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,1.4760001,1.7004384,1.4448472,1.6622428,9442,-97,-97,2,1,1,1961,1,9,5,5,5,5,5,-97,-97,-97,-97,1,1,5,3,1,6,11,1,1,1,1,-71,11,9,11,6,809,809,809,809,1,3,5,1,2,5,2,2,4,1,3,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,6,-71,-71,3,11,11,11,1,1,-71,-71,-71,2,4,5,5,7,4,7,-98,-98,-98,-98,-98,-98,-98,-98,1,5,5,4,1,1,3,5,5,5,5,1,2,1,5,5,5,5,5,1,3,5,5,3,5,5,5,808,808,-97,-97,-97,-97,8,1,1,1,32,1,1,0,1.4362725,136629,-99,11,0,0,2019-11-06 09:29:52,2019-11-07 18:40:02,81,42,91,61,32,72,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,58.0,55+,kreine angabe,-99.0,keine Angabe
6716,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,2.773575,4.4591613,2.3472621,3.84621,7581,-97,-97,1,1,1,1988,1,2,2,2,2,2,2,1,1,322,322,7,4,2,3,2,6,8,1,1,1,1,7,2,6,7,1,322,322,1,3,2,-97,1,3,1,4,3,1,1,3,4,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,3,2,1,4,1,3,-71,-71,-71,1,1,1,1,3,1,4,3,4,4,6,-98,-98,-98,-98,-98,-98,-98,6,4,2,2,3,3,1,1,3,4,4,4,2,3,1,3,5,4,4,2,4,3,2,4,4,3,4,3,808,808,-97,-97,-97,-97,8,2,1,0,31,1,1,0,1.2530684,136629,1006,11,0,0,2019-11-06 07:15:52,2019-11-06 07:32:38,68,55,109,44,40,73,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,männlich,31.0,25-34,Islam,1.0,Sonstiges
3165,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.44323775,0.5139124,0.45846897,0.53075224,3239,-97,-97,1,1,1,1967,1,6,2,2,2,2,1,6,6,5,5,1,2,4,2,3,5,6,5,9,6,5,1,4,7,4,4,808,808,808,808,1,3,3,1,5,5,2,2,2,4,4,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,8,7,2,8,6,7,6,8,6,3,7,7,3,4,3,4,4,3,4,6,7,4,7,3,2,10,7,2,3,4,3,2,1,2,4,4,5,5,1,2,1,5,2,3,3,4,1,4,3,3,3,2,2,3,5,5,3,808,808,-97,8,2,1,0,31,1,1,0,0.95804155,136629,699,9,0,0,2019-11-11 11:45:55,2019-11-11 11:57:34,262,73,242,67,11,41,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die FDP,mit Abitur,männlich,52.0,45-54,"Wirtschaflicher Abschwung, der Arbeitsplätze gefärdet.",32.0,Arbeitsmarktpolitik
1336,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.5178848,0.66235065,0.5530042,0.7109033,9273,-97,-97,1,1,1,1966,1,4,2,2,2,3,1,801,237,801,237,11,3,3,3,2,4,8,5,1,3,3,8,2,2,4,2,808,808,322,322,1,4,3,2,5,5,1,2,2,5,5,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,2,3,10,4,3,2,1,3,3,3,1,3,5,5,4,1,5,7,5,6,2,3,1,1,8,8,4,2,3,3,3,1,3,4,5,5,5,2,3,1,3,4,5,4,3,3,4,4,3,4,4,4,4,801,237,2,322,322,3,8,2,1,0,31,1,1,0,0.7194599,136629,530,11,0,0,2019-11-05 15:07:42,2019-11-05 15:16:32,136,158,310,40,47,89,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,eine Kleinpartei,mit einem Realschulabschluss,männlich,53.0,45-54,Soziale Gerechtigkeit,30.0,Soziale Gerechtigkeit
6665,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,9,0-0-0-0-a1-1-1-1-1-1-1-1-1,0,Westdeutschland,,,0.7576525,0.82024354,21291,-97,-97,2,3,3,1983,3,5,4,3,3,4,1,322,322,322,322,9,2,4,4,2,7,8,6,6,2,3,8,5,7,7,6,1,3,322,322,1,3,2,3,1,4,4,1,2,2,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,5,-71,6,1,8,5,-71,-71,5,-71,6,3,3,1,3,4,5,4,7,6,7,3,5,3,1,11,7,3,3,4,4,2,3,3,5,5,5,5,3,2,2,5,5,3,4,4,2,2,1,4,4,3,-99,2,322,322,3,1,3,3,8,1,1,0,31,1,1,0,0.75311697,136629,525,11,0,0,2019-11-05 20:05:57,2019-11-05 20:14:42,-99,-99,-99,-99,-99,-99,194,61,199,60,24,67,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die AfD,mit Abitur,weiblich,36.0,35-44,soziale Ungerechtigkeit,30.0,Soziale Gerechtigkeit
5759,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-1-1-1-1-0-1-1,0,Westdeutschland,,,,,2471,-97,-97,2,1,1,1975,1,6,5,5,5,5,2,-98,-98,-98,-98,1,4,3,3,3,6,6,6,6,6,-71,-71,6,6,6,6,808,808,809,809,1,5,2,4,3,3,1,3,2,2,2,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,10,-71,-71,-71,-71,7,-71,-71,-71,5,-71,-71,-71,3,3,5,4,1,4,7,-98,-98,-98,-99,-98,1,1,-98,3,3,3,3,3,2,2,3,3,3,3,3,2,3,5,5,5,4,4,3,3,3,3,4,4,4,4,808,808,-97,-97,-97,-97,7,2,1,1,32,1,1,0,0.94716626,136629,-99,11,0,0,2019-11-06 20:34:53,2019-11-07 19:10:15,181,53,177,45,16,47,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,44.0,35-44,altersarmut,31.0,Armut
5076,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,9,0-0-0-0-a1-1-1-1-1-1-1-1-1,0,Ostdeutschland,,,0.5178543,0.46911713,20805,-97,-97,2,3,3,1962,3,9,2,2,4,2,1,4,4,4,4,1,3,5,2,2,7,1,10,4,9,6,1,8,7,2,8,4,4,6,6,1,4,1,2,4,5,1,2,-99,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,4,5,1,3,1,1,8,2,2,9,6,8,3,4,4,4,3,5,2,8,9,3,8,3,2,11,3,2,4,4,4,3,1,2,4,2,3,4,1,1,1,3,3,3,4,3,1,1,1,2,3,2,2,3,4,4,2,6,6,2,8,2,1,0,31,1,1,0,1.0333478,136629,810,7,0,1,2019-11-05 16:25:43,2019-11-05 16:39:13,-99,-99,-99,-99,-99,-99,73,12,58,51,9,41,ZA6838_w12_sA_v6-0-0.dta,12,4.0,die SPD,mit Fachhochschulreife,weiblich,57.0,55+,Rechtsradikalismus,19.0,Radikalisierung und Extremismus
